başlık,özet,tür,vizyon_tarihi,oyuncular,yönetmen,resim_link
Aşk ve Sigara,"Kara komedilerin vazgeçilmez oyuncusu John Turturro, üçüncü yönetmenlik denemesi Aşk ve Sigara’da, orta sınıf bir işçi ailesinin başından geçenleri anlatıyor. Bir köprü yapımında demir işçisi olarak çalışmakta olan Nick, üç kızının annesi terzi Kitty ile evlidir. Dışarıdan bakıldığında sıradan bir hayatları varmış gibi gözükse de aile içinde tam anlamıyla fırtınalar kopmaktadır. Nick, deliler gibi arzuladığı kızıl güzel Tula ile kaçamak bir ilişki yaşamakta, karısı Kitty ise bu ilişkinin farkına vardığı andan itibaren Nick ile iletişim kurmamayı tercih etmektedir. Zamanla aynı evin içinde yaşayan yabancılara dönüşen, Nick ve Kitty kızgınlıklarını içlerine gömmüş gibi gözükseler de, onların duygularını açığa çıkarmalarına yardımcı olan bir şey vardır; O da son perdeden söyledikleri şarkılarıdır.John Turturro'nun müzikal tarzında anlatmayı tercih ettiği bu sevimli aile hikayesinde Engelbert Humperdinck?den Janis Joplin?e, Björk?ten Tom Jones?a birçok ünlü müzisyenin unutulmaz parçalarını dinlemek mümkün. Hem de Susan Sarandon, James Gandolfini, Christopher Walken, Kate Winslet ve daha birçok başarılı oyuncunun da eşlik ettikleri versiyonlarıyla. Son yılların en iyi yönetmenleri arasında isimleri sayılmadan geçilemeyecek Coen Kardeşler?in prodüktörlüğünü üstlendiği Aşk ve Sigara, 2005 yılı Venedik Film Festivali'nde de Altın Aslana aday gösterilen filmler arasında yer almış, fakat ödülü Brokeback Dağı’na kaptırmıştı. A.K.","['Komedi', 'Müzikal', 'Romantik']",30 Haziran 2006,"['Bobby Cannavale', 'James Gandolfini', 'Susan Sarandon']",['John Turturro'],https://tr.web.img3.acsta.net/c_310_420/pictures/bzp/03/47112.jpg
Ateşin Ortasında,"Patrick Chamusso sadık bir eş ve son derece özenli bir aile babasıdır. Güney Afrika'da yaşar ve Secunda isimli bir yağ rafinerisinde ustabaşı olarak çalışır. Bu dönemin Güney Afrikası ülke sınırları içerisinde yaşanan yoğun ırk ayrımı ve ırkçılık sistemi ve bu sistemin doğurduğu karmaşaları nedeniyle dünyanın geri kalanı tarafından ayıplanmakta, suçlu bulunmaktadır. Çalıştığı fabrika Secunda ise ülkenin kendi kendine yetmesini ve geçimini devam ettirmesini sağlayan en önemli sembolüdür. İşinden arta kalan zamanlarda bir futbol takımının menajerliğini de yapan Patrick, ülkenin kaos ortamından uzak, apolitik ve barışçıl bir şekilde yaşamını sürdürmektedir. Ne var ki bu huzurlu yaşamı iş yerinde meydana gelen büyük bir problemle birlikte yıkılmaya başlar.","['Dram', 'Tarihi', 'Gerilim']",None,"['Derek Luke', 'Tim Robbins', 'Terry Pheto']",['Phillip Noyce'],https://tr.web.img4.acsta.net/c_310_420/pictures/bzp/04/108685.jpg
Neşeli Ayaklar 2,"İlk filmin baş kahramanı ve oldukça yetenekli bir tap dansçısı Mumble'nın oğlu olan Erik, Penguenler Krallığı'ndaki yeteneklerini keşfetmeye çalışır. Diğer bir yandan da Mumble'ın ailesi ve arkadaşları yuvalarına karşı yeni bir tehditle yüzleşirler. Mumble şimdi işleri yoluna koymak için 7'den 70'e herkesi bir araya getirmeye çalışır. Yönetmenliğini ilk filmde de olduğu gibi George Miller üstlendiği animasyon serisinin ikincisinde bu sefer Mumble'ın oğlu Erik ile ilişkisini izleyeceğiz. İlki 2006 yılında En İyi Animasyon Oscar'ı alan Neşeli Ayaklar serisinin ikinci filmini ise artık animasyonda vazgeçilmeze dönüşen 3D formatında seyredeceğiz... Kasım 2012'de Amerika'da vizyona giren filmin ülkemizdeki vizyon tarihi ise 20 Ocak 2012...","['Animasyon', 'Komedi', 'Aile']",20 Ocak 2012,"['Erdoğan Sarp', 'Ava Acres', 'Özgür Özdural']","['George Miller', 'David Peers', 'Gary Eck']",https://tr.web.img2.acsta.net/c_310_420/medias/nmedia/18/86/73/04/19857209.jpg
Foxcatcher Takımı,"Gerçek olaylardan yola çıkılarak beyazperdeye aktarılan Foxcatcher Takımı, eksantrik bir milyoner olan John du Pant ve iki şampiyon güreşçi olarak nam salan Mark ve Dave Schultz kardeşler arasındaki trajik ilişkinin karanlık ve büyüleyici hikayesini anlatıyor. Altın Madalya sahibi genç güreşçi Mark Schultz, 1988 Seul Olimpiyatları için bir ekip oluşturmak için zengin varis olan John du Pont tarafından son drece ihtişamlı olan  Pont mülküne davet edilir. Shultz nihayet saygın kardeşi, Dave’in kanatlarının altından sıyrılarak dışarı adım atabilmek umuduyla, bu eşi bulunmaz fırsata gözü kapalı ""evet"" der. Gizli ihtiyaçları doğrultusunda aradığı motivasyonu elde eden du Pont, dünya standardında bir güreş takımını oluşturarak hem annesinin hem de etrafındaki diğer insanlara kendisini kanıtlamayı hedefler. Schultz kardeşlerin trajik öyküsünü perdeye taşıyan filmin yönetmenliğini Bennett Miller üstlenirken, filmin başrollerini Channing Tatum, Mark Ruffalo ve du Pont rolünde takdir toplayan Steve Carell üstleniyor.","['Dram', 'Biyografik']",30 Ocak 2015,"['Channing Tatum', 'Steve Carell', 'Mark Ruffalo']",['Bennett Miller'],https://tr.web.img4.acsta.net/c_310_420/pictures/15/01/26/14/29/581054.jpg
Yeni Nesil Ajan: Xander Cage'in Dönüşü,"Yönetmenliğini D.J. Caruso'nun üstlendiği senaryosunu John D. Brancato ve Michael Ferris'in yazdığı filmin başrolünde Vin Diesel yer alıyor.Casus gerilim türünü yeniden tanımlayan gişe rekortmeni film, üçüncü bölümünde ekstrem sporcuyken devlet ajanı olan Xander Cage’in (Vin Diesel) kendi kendini gönderdiği sürgünden dönüşünü, ölümcül alfa savaşçı Xiang ve ekibiyle Pandora’nın Kutusu olarak bilinen tehlikeli bir silahı ele geçirme yarışındaki çarpışmalarını konu alıyor.Heyecan arayan karakterlerden yepyeni bir ekip oluşturan Xander, kendisini ölümcül bir komplo ağının içine düşmüş bulur. Üstelik bu komplo dünya hükümetlerinin en üst düzeylerini işaret eden bir tuzak olarak karşısına çıkar.","['Aksiyon', 'Gerilim']",27 Ocak 2017,"['Vin Diesel', 'Donnie Yen', 'Deepika Padukone']",['D.J. Caruso'],https://tr.web.img4.acsta.net/c_310_420/pictures/17/01/13/07/56/159763.jpg
Görünmeyen Tehlike,"Bilim insanların, insanların görünmez olmasını sağlayacak bir ilaç üzerinde çalışmaktadırlar. Deneyler sonuç verir. Ancak ortada bir sorun vardır. Bu sorun da ilacı alıp görünmezliğe ulaşan bir kişinin, bir daha görünür olamamasıdır. Bu nedenle bilim insanları goriller üzerinde deney yapmaya karar verirler. Bir gün hırslı bir bilim insanı olan Sebastian Caine, ilacı kendi üzerinde denemeye karar verir. Bir daha görünür olmayı başaramaz. Yavaş yavaş delirmenin eşiğine gelen Caine, günden güne daha da tehditkar tavırlar sergilemeye başlayacaktır.","['Aksiyon', 'Gerilim', 'Korku']",8 Eylül 2000,"['Kevin Bacon', 'Elisabeth Shue', 'Josh Brolin']",['Paul Verhoeven'],https://tr.web.img4.acsta.net/c_310_420/pictures/bzp/05/25727.jpg
Dünyalar Savaşı,"Hayatında kendisini mutlu hissetmeyen, işleri yolunda gitmeyen Ray Ferrier’in sorumlu olduğu bir ailesi vardır. Kazancı düşük ve yetersiz olmasına rağmen onların yaşamlarını sürdürmelerini sağlamaya çalışır. New Jersey’de yaşamaktadır. Bir gün üç ayaklı dev savaş araçları ile uzaylılar gelip dünyayı ele geçirirler. Kahramanımız ise kızını ve tüm ailesini korumak zorundadır. Orson Welles aracılığı ile radyo piyesi olarak da kullanılan ve Marslıların istilası diye insanlığı endişe girdabına sürükleyen bu kült bilim kurgu, H.G.Wells’in aynı adlı romanından uyarlanmıştır. Filmin bütçesi dev boyutlara ulaşmıştır. Yönetmenin Spielberg olması da cabası.","['Fantastik', 'Dram', 'Bilimkurgu']",1 Temmuz 2005,"['Tom Cruise', 'Dakota Fanning', 'Justin Chatwin']",['Steven Spielberg'],https://tr.web.img4.acsta.net/c_310_420/medias/nmedia/18/80/45/71/19547854.jpg
8. Harikalar Diyarı,"Farklı milletlere has bir grup insan sanal dünyada bir araya gelip yeni bir devlet kurarlar. Teknolojinin vardığı son boyutlardan biri olan bu durum, burada bir araya gelen insanların kendi ülkelerindeki yönetim şekillerine tahammül edemiyor olması ve bu şekilde güç birliği yapıp kendi yönetim şekillerini oluşturuyor olmasıdır. Kurdukları sanal devlete 8. Harikalar Diyarı adını veren insanlar güncel siyaset meselelerini buradan takip edip çeşitli ilişkiler kurmaktadır. Ancak fark edilmeleri ve tehlike altına girmeleri çok uzun sürmeyecektir. Teknolojiden beslenen ütopik bir film olan 8. Harikalar Diyarı yaratıcı senaryosuyla dikkat çekiyor.","['Dram', 'Gerilim']",None,"['Matthew Géczy', 'Robert William Bradford', 'Alain Azerot']","['Nicolas Alberny', 'Jean Mach']",https://tr.web.img4.acsta.net/c_310_420/pictures/bzp/04/115621.jpg
Geçen Yıl Marienbad'da,"Büyük ve eski tarz bir lüks otelde, bir yabancı (Giorgio Albertazzi) evli bir kadını kendisiyle kaçması için ikna etmek ister. Ancak kadın (Delphine Seyrig) yabancıyla bir önceki sene Marienbad’da yaşadıklarını hatırlamamaktadır. Alain Resnais’nin bu filmi Venedik Film Festivali’nde Altın Aslan kazanmış ve dünya çapında eleştirmenlerin övgüleriyle karşılanmıştır.","['Dram', 'Romantik']",None,"['Delphine Seyrig', 'Giorgio Albertazzi', 'Sacha Pitoëff']",['Alain Resnais'],https://tr.web.img4.acsta.net/c_310_420/pictures/15/09/13/19/53/028717.jpg
Yara,"Yara, başrolde değerli oyuncu Halil Ergün'ün yeraldığı bir ""gurbetçi"" hikayesi. Almanya’da çalışan bir gurbetçinin kızı olan Hülya (Yelda Kaymakçı), anavatanında, yani Türkiye’de doğar. Fakat bir süre sonra babası, annesini ve onu Almanya'ya, yanına aldırır. Hülya için artık meşakkatli zamanlar başlamıştır. Almanya ve yeni hayatı onun için buhran, bunaltı ve karamsarlık anlamına gelecektir ve bu memlekette çok yabancılık çeker. Kaldı ki ailesinin de onunla eskisi gibi ilgilenememesi bu zor koşullara adeta tuz ve biber eker.",['Dram'],4 Şubat 2000,['Halil Ergün'],['Yılmaz Arslan'],https://tr.web.img4.acsta.net/c_310_420/pictures/bzp/01/21298.jpg
Sivas,"11 yaşındaki Aslan'ın yaşadığı küçük köydeki tek gündeliği okula gitmek ve arkadaşlarıyla vakit geçirmekten ibarettir; en büyük derdiyse aynı sınıfta okuduğu Ayşe'ye olan aşkıdır. Bir gün yaşadıkları yerde bir hayli popüler olan köpek dövüşlerinden birine denk gelen Aslan, burada dövüşü kaybeden ve yaralanıp yere yığılan Sivas adında terk edilmiş kangal köpeğiyle karşılaşır. Bu karşılaşma o andan itibaren yaşayacağı hayatı etkileyecek en önemli dönüm noktalarından biri olur.Kaan Müjdeci'nin yönetmenliğini ve senaristliğini üstlendiği ilk uzun metrajlı filminin başrolünde Aslan'ı Doğan İzci canlandırırken, ona köpek Çakır eşlik ediyor. Oyuncu kadrosunda ise Muttalip Müjdeci, Hasan Özdemir, Ezgi Ergin ve Furkan Uyar gibi ilk oyunculuk deneyimini gerçekleştiren isimlerin yanı sıra Ozan Çelik, Banu Fotocan ve Okan Avcı gibi profesyonel oyuncular da yer alıyor.",['Dram'],31 Ekim 2014,"['Doğan İzci', 'Ozan Çelik', ' Çakır']",['Kaan Müjdeci'],https://tr.web.img2.acsta.net/c_310_420/pictures/14/08/20/21/04/081665.jpg
Adem’in Kaburgası,"Asistan Bölge Savcısı Adam Bonner karısı Amanda’ya aşıktır ama sansasyonel bir cinayet davasında fazla umursamadığı karşı taraf, beklemediği şekilde karısı Amanda çıkar. Spencer Tracy ve Katharine Hepburn, yönetmenliğini George Cukor’un yaptığı ’Adem’in Kaburgası’e mükemmel bir uyum oluşturuyorlar.","['Dramatik komedi', 'Romantik']",None,"['Katharine Hepburn', 'Spencer Tracy', 'Judy Holliday']",['George Cukor'],https://tr.web.img4.acsta.net/c_310_420/medias/nmedia/18/81/73/79/19563965.jpg
Yüzü Olmayan Gözler,"Doktor Génessier, kızı Christiane’ın bir trafik kazası sonucunda mahvolan yüzünü normal hale getirmek için ona söz verir. Maske takarak yaşayan kızına yeni bir yüz nakletmek için yardımcısı Louise ile birlikte genç kızları kaçırıp onların yüzünü alır. Fakat hiçbir deri Christiane’ın dokularıyla uyuşmaz. Her seferinde başarısız nakiller gerçekleştiren doktor, genç kızları kaçırmaya devam eder. Bu sırada Christiane, nişanlısıyla iletişime geçme çabası içerisindedir. Kaçırılan genç kızlar ise tek tek ölmektedir...Georges Franju tarafından yönetilen film, Jean Redon’un romanından uyarlandı.","['Korku', 'Dram']",None,"['Pierre Brasseur', 'Alida Valli', 'Edith Scob']",['Georges Franju'],https://tr.web.img4.acsta.net/c_310_420/pictures/15/09/05/17/17/126208.jpg
Son Kalan,"Yıl 2005. Haziran ayının son haftası son derece önemli bir olaya ev sahipliği yapacaktır. 'Red Wing' operasyonu için seçilen dört kişilik bir SEAL ekibi, Taliban'ın lideri Admad Shad'ı ölü ya da diri ele geçirmek zorundadır. Afganistan'ın Kunar bölgesine gönderilen askerler, kendilerine oldukça güvenseler de operasyonları bekledikleri gibi ilerlemeyecektir. Taliban üyeleri tarafından başlatılan bir kuşatma sırasında ekipteki askerlerden 3'ü ölümcül şekilde yaralanır ve sadece biri kurtulmuş olur. Hayatta kalan asker, köylülerin evlerine sığınarak kendisini bulacak bir kurtarma timini beklemeye koyulur. Ancak geride bıraktığı üç arkadaşının başına gelenlerin ağırlığını düşündükçe işler katlanılmaz bir hal almaya başlar. Filmin yönetmen koltuğunda Hancock filminin yönetmeni ve aktör Peter Berg, başrollerinde ise Mark Wahlberg, Taylor Kitsch ve Eric Bana bulunuyor.","['Savaş filmi', 'Aksiyon', 'Dram']",28 Şubat 2014,"['Mark Wahlberg', 'Taylor Kitsch', 'Emile Hirsch']",['Peter Berg'],https://tr.web.img4.acsta.net/c_310_420/pictures/14/02/07/16/45/031647.jpg
Lütfen Başa Sarın,"Elroy Fletcher’ın bir video kaset dükkanı vardır. Bir gün oğlu Mike’a dükkanı emanet ederek yola çıkar. Mike’ın arkadaşı olan Jerry, baş ağrılarından yakınırken buna civardaki bir güç istasyonunun sebep olduğunu iddia eder ve o istasyonu sabote etmeye karar verir. Bu işe kalkıştığında ne yazık ki beyninin bir manyetik güce sahip olmasına neden olur. Bu güç nedeni ile arkadaşının dükkanındaki tüm videoların içindeki bilgilerin çoğunluğu silinir. Bu noktada batma riski ile karşı karşıya olan dükkan için bir çare bulmak gerekir. Jerry de aynı filmleri kendilerinin yeniden çekmelerini önerir. Ghost Busters, Robocop ve Aslan Kral gibi filmlere soyunmak kolay iş olmayacaktır.",['Komedi'],25 Nisan 2008,"['Jack Black', 'Yasiin Bey', 'Danny Glover']",['Michel Gondry'],https://tr.web.img4.acsta.net/c_310_420/pictures/bzp/06/110281.jpeg
Elmas Hırsızları,"Çevresinde profesör olarak tanınan Roden Scheider, son iş olrak büyük bir banka soygunu planlar. Tüm ayrıntıları dikkate alır, bir plan hazırlar. Bu arada bir kiralık katil, bir şöför gibi soygunda gerekli olan kişilerle tanışır. Önce her şey plana uygun biçimde gelişir. Ancak beklenmeyen bir anda, hesapta olmayan bir şey çıkar ortaya ve işler iyice karışır.","['Polisiye', 'Dram']",None,"['Sterling Hayden', 'Jean Hagen', 'Louis Calhern']",['John Huston'],https://tr.web.img2.acsta.net/c_310_420/pictures/bzp/03/491.jpg
Dr. Parnassus,"Günümüzde ahlak kavramı en az özgürlük kavramı kadar tartışmalı bir mesele haline gelmiştir. işte ""The Imaginarium of Doctor Parnassus"" da çağdaş zamanlarda geçen fantazmatik bir ahlak öyküsü. İnsanlığın varoluşundan bu yana sorulan sorulara yanıt aranıyor; karanlık ve kasvet mi, aydınlık ve eğlence mi? Filmde, izleyicilere, ışık ile eğlence ya da karanlık ve kasvet arasında seçim yapma konusunda karşı koyulmaz bir fırsat sunan gezgin bir gösteri olan olağanüstü Imaginarium'un ve Dr Parnassus'un hikayesini anlatılmakta. İnsanların hayal gücünü etkileme konusunda muazzam bir yeteneğe sahip olan Doktor Parnassus karanlık bir sır ile lanetlenmiştir. Müzmin bir kumarbaz olan Parnassus, şeytan Bay Nick ile binlerce yıl önce bir iddiaya girer ve ölümsüzlüğü kazanır. Yüzyıllar sonra, tek gerçek aşkıyla karşılaşınca Dr. Parnassus şeytanla bir başka anlaşma yapar, kızının 16 yaşına ulaştığı gün Bay Nick'in mülkiyetine geçmesi şartıyla, ölümsüzlük karşılığında gençliğe ulaşır.","['Fantastik', 'Macera']",2 Nisan 2010,"['Heath Ledger', 'Johnny Depp', 'Jude Law']",['Terry Gilliam'],https://tr.web.img3.acsta.net/c_310_420/pictures/bzp/01/131723.jpg
Karakter,"20 li yıllarda Rotterdam ında geçen öyküde; umut vaad eden genç avukat Katadreuffe, tefeci Dreverhaven i öldürdüğü gerekçesiyle tutuklanıyor. Kendisinin suçsuz olduğunu söylese bile saatlerce sorgulamaya alınıyor. Sorgulama sırasında Katadreuffe nin ifadesiyle olaylar yeniden yaşanıyor ve farklı boyutlar kazanıyor.","['Dram', 'Gerilim']",None,"['Jan Decleir', 'Fedja Van Huet', 'Betty Schuurman']",['Mike van Diem'],https://tr.web.img4.acsta.net/c_310_420/medias/nmedia/18/80/01/91/19542727.jpg
DC Süper Evciller Takımı,"DC'nin yeni uzun metrajlı animasyon filmi DC Süper Evciller Takımı'te, bu kez başrolde süper kahramanların evcil hayvanları var! Süperman'in köpeği, Batman'in tazısı, Supergirl'ün atı, Wonder Woman'ın kangrusu, Aquamen'in deniz atı ve Flash'ın kaplumbağasıyla sıra dışı bir süper kahraman hikayesine hazır mısınız? Aynı super güçleri paylaşan ve birlikte suçlularla savaşan Süper Köpek Krypto ve Superman, iki yakın arkadaştır. Superman ve Adalet Birliği’nin üyeleri kaçırılınca Süper Köpek Krypto, hemen harekete geçer. Süper kahramanları kurtarmak için zorlu bir mücadeleye girişmesi gereken Krypto, barınakta yaşayan bir sokak çetesini kendisi ile aynı takımda yer almaları için ikna etmeye çalışır.","['Animasyon', 'Fantastik', 'Macera', 'Aile']",29 Temmuz 2022,"['Dwayne Johnson', 'Kevin Hart', 'Vanessa Bayer']","['Jared Stern', 'Sam Levine']",https://tr.web.img4.acsta.net/c_310_420/pictures/22/07/19/09/42/2025845.jpg
